,OBJECTID,BYGNING_ID,FYLKES_NR,FYLKES_NAVN,KOMMUNE_NR,KOMMUNE_NAVN,BYGNINGS_NR,BYGNING_LNR,BYGNINGSTYPE_NR,BYGNINGSTYPE_NAVN,BYGNINGSSTATUS_NR,BYGNINGSSTATUS_NAVN,GODKJENT_DATO,IGANGSATT_DATO,TATT_I_BRUK_DATO,TATT_I_BRUK,NAERINGSGRUPPE_KODE,NAERINGSGRUPPE_NAVN,PAABYGG_TILBYGG_KODE,PAABYGG_TILBYGG_NAVN,REGISTRERT_IGANGSATT_DATO,REGISTRERT_GODKJENT_DATO,VANNFORSYNING_NR,VANNFORSYNING_NAVN,BRUKSAREAL_TOTALT,BRUKSAREAL_BOLIG,BRUKSAREAL_ANNET_BOLIG,ANTALL_ETASJER,ANTALL_BOLIGER,LKOORDINAT_TYPE,LKOORDINATSYSTEM_NR,LKOORDINATSYSTEM_NAVN,LKOORDINAT_KVALITET_KODE,LKOORDINAT_KVALITET_NAVN,LX_KOORDINAT,LY_KOORDINAT,LZ_KOORDINAT,UKOORDINAT_TYPE,UKOORDINATSYSTEM_NR,UKOORDINATSYSTEM_NAVN,UKOORDINAT_KVALITET_KODE,UKOORDINAT_KVALITET_NAVN,UX_KOORDINAT,UY_KOORDINAT,UZ_KOORDINAT,EIENDOM_ANTALL,HAR_HEIS,BEBYGD_AREAL,Byggtype_profet,Energistandard_profet,Energibronn,Energiomraadeid,SHAPE,grunnvarme,solceller,luft_luft_varmepumpe,fjernvarme,_nettutveksling_energi,_nettutveksling_effekt,_utetemperatur,_termisk_energibehov,_elspesifikt_energibehov,_kompressor,_levert_fra_kilde,_spisslast,_fjernvarmeproduksjon,_solcelleproduksjon,_nettutveksling_energi_liste
38254,38255,5275074,30,VIKEN,3003,SARPSBORG,300293764,0,131,Rekkehus,TB,Tatt i bruk,10101,10101,19630615,20120502,X,Bolig,,,10101,10101,1,Tilkn. off. vannverk,116.0,116.0,0.0,3,1,L,22,EUREF89 UTM Sone 32,,,6573529.0,618970.0,,U,23,EUREF89 UTM Sone 33,,,6578207.61,277193.42,0.0,1,N,0.0,A,X,,A,"{'x': 618970, 'y': 6573529, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",True,0.0,0.0,0.0,14800.0,4.0,[0],[2.66345188 2.50100688 2.40114083 ... 3.21848634 2.9577208  2.8732087 ],[0.48307234 0.37604784 0.33803366 ... 0.8298785  0.73981416 0.58717266],[0.76098625 0.71457339 0.68604024 ... 0.91956753 0.84506309 0.82091677],"[-1.90246563 -1.78643348 -1.71510059 ... -2.29891881 -2.11265771
 -2.05229193]",[0. 0. 0. ... 0. 0. 0.],0,0,[2.00504484 1.80519462 1.71011414 ... 2.66901355 2.42994033 2.2290062 ]
38255,38256,5275075,30,VIKEN,3003,SARPSBORG,300293765,0,131,Rekkehus,TB,Tatt i bruk,10101,10101,19630615,20120502,X,Bolig,,,10101,10101,1,Tilkn. off. vannverk,116.0,116.0,0.0,3,1,L,22,EUREF89 UTM Sone 32,,,6573530.0,618965.0,,U,23,EUREF89 UTM Sone 33,,,6578209.06,277188.53,0.0,1,N,0.0,A,X,,A,"{'x': 618965, 'y': 6573530, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",True,True,0.0,0,10700.0,4.0,[0],[2.66345188 2.50100688 2.40114083 ... 3.21848634 2.9577208  2.8732087 ],[0.48307234 0.37604784 0.33803366 ... 0.8298785  0.73981416 0.58717266],[0.76098625 0.71457339 0.68604024 ... 0.91956753 0.84506309 0.82091677],"[-1.90246563 -1.78643348 -1.71510059 ... -2.29891881 -2.11265771
 -2.05229193]",[0. 0. 0. ... 0. 0. 0.],0,[-0. -0. -0. ... -0. -0. -0.],[2.00504484 1.80519462 1.71011414 ... 2.66901355 2.42994033 2.2290062 ]
38256,38257,5275092,30,VIKEN,3003,SARPSBORG,300293779,0,131,Rekkehus,TB,Tatt i bruk,10101,10101,19630615,20120502,X,Bolig,,,10101,10101,1,Tilkn. off. vannverk,116.0,116.0,0.0,3,1,L,22,EUREF89 UTM Sone 32,,,6573572.0,618961.0,,U,23,EUREF89 UTM Sone 33,,,6578251.27,277188.32,0.0,1,N,0.0,A,X,,A,"{'x': 618961, 'y': 6573572, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",True,0.0,0.0,0.0,14800.0,4.0,[0],[2.66345188 2.50100688 2.40114083 ... 3.21848634 2.9577208  2.8732087 ],[0.48307234 0.37604784 0.33803366 ... 0.8298785  0.73981416 0.58717266],[0.76098625 0.71457339 0.68604024 ... 0.91956753 0.84506309 0.82091677],"[-1.90246563 -1.78643348 -1.71510059 ... -2.29891881 -2.11265771
 -2.05229193]",[0. 0. 0. ... 0. 0. 0.],0,0,[2.00504484 1.80519462 1.71011414 ... 2.66901355 2.42994033 2.2290062 ]
38257,38258,5275093,30,VIKEN,3003,SARPSBORG,300293780,0,131,Rekkehus,TB,Tatt i bruk,10101,10101,19630615,20120502,X,Bolig,,,10101,10101,1,Tilkn. off. vannverk,116.0,116.0,0.0,3,1,L,22,EUREF89 UTM Sone 32,,,6573573.0,618957.0,,U,23,EUREF89 UTM Sone 33,,,6578252.62,277184.42,0.0,1,N,0.0,A,X,,A,"{'x': 618957, 'y': 6573573, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",True,0.0,0.0,0.0,14800.0,4.0,[0],[2.66345188 2.50100688 2.40114083 ... 3.21848634 2.9577208  2.8732087 ],[0.48307234 0.37604784 0.33803366 ... 0.8298785  0.73981416 0.58717266],[0.76098625 0.71457339 0.68604024 ... 0.91956753 0.84506309 0.82091677],"[-1.90246563 -1.78643348 -1.71510059 ... -2.29891881 -2.11265771
 -2.05229193]",[0. 0. 0. ... 0. 0. 0.],0,0,[2.00504484 1.80519462 1.71011414 ... 2.66901355 2.42994033 2.2290062 ]
38258,38259,5275094,30,VIKEN,3003,SARPSBORG,300293781,0,131,Rekkehus,TB,Tatt i bruk,10101,10101,19630615,20120502,X,Bolig,,,10101,10101,1,Tilkn. off. vannverk,116.0,116.0,0.0,3,1,L,22,EUREF89 UTM Sone 32,,,6573572.0,618967.0,,U,23,EUREF89 UTM Sone 33,,,6578250.73,277194.3,0.0,1,N,0.0,A,X,,A,"{'x': 618967, 'y': 6573572, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",True,0.0,0.0,0.0,14800.0,4.0,[0],[2.66345188 2.50100688 2.40114083 ... 3.21848634 2.9577208  2.8732087 ],[0.48307234 0.37604784 0.33803366 ... 0.8298785  0.73981416 0.58717266],[0.76098625 0.71457339 0.68604024 ... 0.91956753 0.84506309 0.82091677],"[-1.90246563 -1.78643348 -1.71510059 ... -2.29891881 -2.11265771
 -2.05229193]",[0. 0. 0. ... 0. 0. 0.],0,0,[2.00504484 1.80519462 1.71011414 ... 2.66901355 2.42994033 2.2290062 ]
38259,38260,5275095,30,VIKEN,3003,SARPSBORG,300293782,0,131,Rekkehus,TB,Tatt i bruk,10101,10101,19630615,20120502,X,Bolig,,,10101,10101,1,Tilkn. off. vannverk,116.0,116.0,0.0,3,1,L,22,EUREF89 UTM Sone 32,,,6573570.0,618981.0,,U,23,EUREF89 UTM Sone 33,,,6578247.48,277208.07,0.0,1,N,0.0,A,X,,A,"{'x': 618981, 'y': 6573570, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",True,0.0,0.0,0.0,14800.0,4.0,[0],[2.66345188 2.50100688 2.40114083 ... 3.21848634 2.9577208  2.8732087 ],[0.48307234 0.37604784 0.33803366 ... 0.8298785  0.73981416 0.58717266],[0.76098625 0.71457339 0.68604024 ... 0.91956753 0.84506309 0.82091677],"[-1.90246563 -1.78643348 -1.71510059 ... -2.29891881 -2.11265771
 -2.05229193]",[0. 0. 0. ... 0. 0. 0.],0,0,[2.00504484 1.80519462 1.71011414 ... 2.66901355 2.42994033 2.2290062 ]
38260,38261,5275096,30,VIKEN,3003,SARPSBORG,300293783,0,131,Rekkehus,TB,Tatt i bruk,10101,10101,19630615,20120502,X,Bolig,,,10101,10101,1,Tilkn. off. vannverk,116.0,116.0,0.0,3,1,L,22,EUREF89 UTM Sone 32,,,6573570.0,618976.0,,U,23,EUREF89 UTM Sone 33,,,6578247.93,277203.08,0.0,1,N,0.0,A,X,,A,"{'x': 618976, 'y': 6573570, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",True,0.0,0.0,0.0,14800.0,4.0,[0],[2.66345188 2.50100688 2.40114083 ... 3.21848634 2.9577208  2.8732087 ],[0.48307234 0.37604784 0.33803366 ... 0.8298785  0.73981416 0.58717266],[0.76098625 0.71457339 0.68604024 ... 0.91956753 0.84506309 0.82091677],"[-1.90246563 -1.78643348 -1.71510059 ... -2.29891881 -2.11265771
 -2.05229193]",[0. 0. 0. ... 0. 0. 0.],0,0,[2.00504484 1.80519462 1.71011414 ... 2.66901355 2.42994033 2.2290062 ]
38261,38262,5275351,30,VIKEN,3003,SARPSBORG,300294006,0,111,Enebolig,FA,Ferdigattest,10101,20120427,20130308,20130308,X,Bolig,,,20120502,10101,1,Tilkn. off. vannverk,188.0,188.0,0.0,2,1,L,22,EUREF89 UTM Sone 32,,,6565597.6,625565.4,,U,23,EUREF89 UTM Sone 33,,,6569711.93,283051.48,0.0,1,N,118.0,A,Y,,D,"{'x': 625565.4000000004, 'y': 6565597.6, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",True,0,0.0,0,17200.0,4.0,[0],[2.57149158 2.4012306  2.31135348 ... 3.25447855 2.92912447 2.77902091],[0.78291034 0.60945684 0.54784766 ... 1.3449755  1.19900916 0.95162466],[0.73471188 0.68606589 0.66038671 ... 0.92985101 0.83689271 0.79400597],"[-1.8367797  -1.71516472 -1.65096677 ... -2.32462753 -2.09223176
 -1.98501493]",[0. 0. 0. ... 0. 0. 0.],0,0,[2.2523341  1.98158861 1.86862108 ... 3.20467753 2.87279457 2.53963661]
38262,38263,5275352,30,VIKEN,3003,SARPSBORG,300294008,0,181,Garasjeuthus anneks til bolig,FA,Ferdigattest,10101,20120427,20150922,20150922,Y,Annet som ikke er næring,,,20120502,10101,,Ikke utfylt,47.0,0.0,47.0,1,,L,22,EUREF89 UTM Sone 32,,,6565608.5,625561.6,,U,23,EUREF89 UTM Sone 33,,,6569723.13,283048.67,0.0,1,N,50.0,A,Y,,D,"{'x': 625561.5999999996, 'y': 6565608.5, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",True,True,0.0,0,-1000.0,1.0,[0],[0.64287289 0.60030765 0.57783837 ... 0.81361964 0.73228112 0.69475523],[0.19572758 0.15236421 0.13696192 ... 0.33624387 0.29975229 0.23790617],[0.18367797 0.17151647 0.16509668 ... 0.23246275 0.20922318 0.19850149],"[-0.45919492 -0.42879118 -0.41274169 ... -0.58115688 -0.52305794
 -0.49625373]",[0. 0. 0. ... 0. 0. 0.],0,[-0. -0. -0. ... -0. -0. -0.],[0.56308352 0.49539715 0.46715527 ... 0.80116938 0.71819864 0.63490915]
38263,38264,5275427,30,VIKEN,3003,SARPSBORG,300294067,0,249,Annen landbruksbygning,TB,Tatt i bruk,10101,10101,20170123,20170123,A,"Jordbruk, skogbruk og fiske",,,10101,10101,1,Tilkn. off. vannverk,338.0,0.0,338.0,2,,L,22,EUREF89 UTM Sone 32,,,6572295.9,624467.9,,U,23,EUREF89 UTM Sone 33,,,6576484.39,282560.36,0.0,1,N,283.0,L,Z,,C,"{'x': 624467.9000000004, 'y': 6572295.9, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",0,0,True,0,65200.0,20.0,[0],[2.2390499  2.20978674 2.15155898 ... 2.60765084 2.48736201 2.41445531],[3.33823811 3.28369156 3.25065768 ... 3.53756952 3.45275055 3.36631212],[0.81517305 0.81517305 0.81517305 ... 0.81517305 0.81517305 0.81517305],"[-0.97820766 -0.97820766 -0.97820766 ... -0.97820766 -0.97820766
 -0.97820766]",[0.44566919 0.41640603 0.35817826 ... 0.81427012 0.6939813  0.62107459],0,0,[5.85992259 5.74684973 5.5973603  ... 6.79645586 6.47105924 6.23880741]
38264,38265,5275619,30,VIKEN,3003,SARPSBORG,300294233,0,181,Garasjeuthus anneks til bolig,MF,Meldingssak tiltak fullført,10101,10101,10101,10101,Y,Annet som ikke er næring,,,10101,10101,,Ikke utfylt,40.0,0.0,40.0,1,,L,22,EUREF89 UTM Sone 32,,,6565400.1,619574.8,,U,23,EUREF89 UTM Sone 33,,,6570053.72,277064.92,0.0,1,N,43.0,,,,D,"{'x': 619574.7999999998, 'y': 6565400.1, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",0,0,0,0,0.0,0.0,[0],[0],[0],0,0,0,0,0,0
38265,38266,5275658,30,VIKEN,3003,SARPSBORG,300294265,0,181,Garasjeuthus anneks til bolig,TB,Tatt i bruk,10101,10101,20140525,20160404,Y,Annet som ikke er næring,,,10101,10101,,Ikke utfylt,66.0,0.0,66.0,1,,L,22,EUREF89 UTM Sone 32,,,6559931.3,623178.4,,U,23,EUREF89 UTM Sone 33,,,6564280.85,280163.92,0.0,1,N,69.0,A,Y,,D,"{'x': 623178.4000000004, 'y': 6559931.300000001, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",True,0,0.0,0,6100.0,1.0,[0],[0.90275768 0.84298521 0.8114326  ... 1.1425297  1.02830965 0.97561372],[0.2748515  0.21395825 0.1923295  ... 0.47217225 0.42092875 0.334081  ],[0.25793077 0.24085292 0.23183789 ... 0.32643706 0.29380276 0.27874678],"[-0.64482692 -0.60213229 -0.57959472 ... -0.81609264 -0.7345069
 -0.69686694]",[0. 0. 0. ... 0. 0. 0.],0,0,[0.79071303 0.69566409 0.65600527 ... 1.12504637 1.00853426 0.89157455]
38266,38267,5276428,30,VIKEN,3003,SARPSBORG,300294898,0,111,Enebolig,FA,Ferdigattest,10101,20120502,20121029,20121030,X,Bolig,,,20120508,10101,1,Tilkn. off. vannverk,178.0,178.0,0.0,2,1,L,22,EUREF89 UTM Sone 32,,,6572644.3,624856.0,,U,23,EUREF89 UTM Sone 33,,,6576796.6,282978.38,0.0,1,N,110.0,A,Y,,C,"{'x': 624856, 'y': 6572644.300000001, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",True,True,0.0,0,4600.0,4.0,[0],[2.43471011 2.27350557 2.18840915 ... 3.08136799 2.77331998 2.63120065],[0.74126617 0.57703892 0.51870683 ... 1.27343425 1.13523208 0.90100633],[0.69563146 0.64957302 0.62525976 ... 0.88039085 0.79237714 0.75177161],"[-1.73907865 -1.62393255 -1.56314939 ... -2.20097713 -1.98094284
 -1.87942903]",[0. 0. 0. ... 0. 0. 0.],0,[-0. -0. -0. ... -0. -0. -0.],[2.13252909 1.87618496 1.76922634 ... 3.03421596 2.71998635 2.40454955]
38267,38268,5276617,30,VIKEN,3003,SARPSBORG,300295042,0,111,Enebolig,FA,Ferdigattest,10101,20120502,20121219,20121220,X,Bolig,,,20120508,10101,1,Tilkn. off. vannverk,176.0,176.0,0.0,2,1,L,22,EUREF89 UTM Sone 32,,,6571930.2,617034.2,,U,23,EUREF89 UTM Sone 33,,,6576788.75,275120.76,0.0,1,N,157.0,A,Y,,B,"{'x': 617034.2000000002, 'y': 6571930.199999999, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",True,0,0.0,0,16100.0,4.0,[0],[2.40735382 2.24796056 2.16382028 ... 3.04674587 2.74215908 2.60163659],[0.73293734 0.57055534 0.51287866 ... 1.259126   1.12247666 0.89088266],[0.68781538 0.64227445 0.61823437 ... 0.87049882 0.78347402 0.74332474],"[-1.71953844 -1.60568612 -1.54558591 ... -2.17624705 -1.95868505
 -1.85831185]",[0. 0. 0. ... 0. 0. 0.],0,0,[2.10856809 1.85510423 1.74934739 ... 3.00012364 2.6894247  2.37753214]
38268,38269,5276665,30,VIKEN,3003,SARPSBORG,300295081,0,131,Rekkehus,FA,Ferdigattest,10101,20120315,20141218,20141219,X,Bolig,,,20120508,10101,1,Tilkn. off. vannverk,96.0,96.0,0.0,2,1,L,22,EUREF89 UTM Sone 32,,,6575326.1,620637.5,,U,23,EUREF89 UTM Sone 33,,,6579848.15,279016.57,0.0,1,N,57.0,A,Y,,C,"{'x': 620637.5, 'y': 6575326.1, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",0,True,0.0,True,-2300.0,0.0,[0],[1.31310208 1.22616031 1.18026561 ... 1.66186139 1.49572313 1.41907451],[0.399784 0.311212 0.279752 ... 0.686796 0.61226  0.485936],0,0,0,"[-1.31310208 -1.22616031 -1.18026561 ... -1.66186139 -1.49572313
 -1.41907451]",[-0. -0. -0. ... -0. -0. -0.],[0.399784 0.311212 0.279752 ... 0.686796 0.61226  0.485936]
38269,38270,5276666,30,VIKEN,3003,SARPSBORG,300295098,0,131,Rekkehus,FA,Ferdigattest,10101,20120315,20150306,20150310,X,Bolig,,,20120508,10101,1,Tilkn. off. vannverk,96.0,96.0,0.0,2,1,L,22,EUREF89 UTM Sone 32,,,6575331.9,620638.6,,U,23,EUREF89 UTM Sone 33,,,6579853.83,279018.19,0.0,1,N,57.0,A,Y,,C,"{'x': 620638.5999999996, 'y': 6575331.9, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",0,True,0.0,0,6400.0,3.0,[0],[1.31310208 1.22616031 1.18026561 ... 1.66186139 1.49572313 1.41907451],[0.399784 0.311212 0.279752 ... 0.686796 0.61226  0.485936],0,0,0,0,[-0. -0. -0. ... -0. -0. -0.],[1.71288609 1.53737231 1.4600176  ... 2.34865739 2.10798313 1.9050105 ]
38270,38271,5276679,30,VIKEN,3003,SARPSBORG,300295100,0,131,Rekkehus,FA,Ferdigattest,10101,20120315,20140521,20140521,X,Bolig,,,20120508,10101,1,Tilkn. off. vannverk,96.0,96.0,0.0,2,1,L,22,EUREF89 UTM Sone 32,,,6575337.5,620641.7,,U,23,EUREF89 UTM Sone 33,,,6579859.14,279021.78,0.0,1,N,57.0,A,Y,,C,"{'x': 620641.7000000002, 'y': 6575337.5, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",0,True,0.0,0,6400.0,3.0,[0],[1.31310208 1.22616031 1.18026561 ... 1.66186139 1.49572313 1.41907451],[0.399784 0.311212 0.279752 ... 0.686796 0.61226  0.485936],0,0,0,0,[-0. -0. -0. ... -0. -0. -0.],[1.71288609 1.53737231 1.4600176  ... 2.34865739 2.10798313 1.9050105 ]
38271,38272,5276699,30,VIKEN,3003,SARPSBORG,300295105,0,136,Andre småhus m/3 boliger el fl,FA,Ferdigattest,10101,20120315,20121008,20121008,X,Bolig,,,20120508,10101,1,Tilkn. off. vannverk,332.0,332.0,0.0,2,4,L,22,EUREF89 UTM Sone 32,,,6575359.9,620647.1,,U,23,EUREF89 UTM Sone 33,,,6579880.97,279029.18,0.0,4,N,207.0,A,Y,,C,"{'x': 620647.0999999996, 'y': 6575359.9, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",0,True,0.0,True,-8800.0,1.0,[0],[4.5411447  4.24047106 4.08175189 ... 5.74727063 5.17270917 4.90763267],[1.38258634 1.07627484 0.96747566 ... 2.3751695  2.11739916 1.68052866],0,0,0,"[-4.5411447  -4.24047106 -4.08175189 ... -5.74727063 -5.17270917
 -4.90763267]",[-0. -0. -0. ... -0. -0. -0.],[1.38258634 1.07627484 0.96747566 ... 2.3751695  2.11739916 1.68052866]
38272,38273,5276700,30,VIKEN,3003,SARPSBORG,300295118,0,181,Garasjeuthus anneks til bolig,FA,Ferdigattest,10101,20120315,20150310,20150310,Y,Annet som ikke er næring,,,20120508,10101,,Ikke utfylt,0.0,0.0,0.0,1,,L,22,EUREF89 UTM Sone 32,,,6575371.3,620633.8,,U,23,EUREF89 UTM Sone 33,,,6579893.52,279016.95,0.0,1,N,85.0,A,Y,,C,"{'x': 620633.7999999998, 'y': 6575371.300000001, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",0,True,0.0,True,0.0,0.0,[0],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],0,0,0,[-0. -0. -0. ... -0. -0. -0.],0,0
38273,38274,5276701,30,VIKEN,3003,SARPSBORG,300295124,0,181,Garasjeuthus anneks til bolig,FA,Ferdigattest,10101,20120315,20150310,20150310,Y,Annet som ikke er næring,,,20120508,10101,,Ikke utfylt,0.0,0.0,0.0,1,,L,22,EUREF89 UTM Sone 32,,,6575361.0,620629.7,,U,23,EUREF89 UTM Sone 33,,,6579883.63,279011.94,0.0,1,N,85.0,A,Y,,C,"{'x': 620629.7000000002, 'y': 6575361, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",0,True,0.0,0,0.0,0.0,[0],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],0,0,0,0,0,0
38274,38275,5276702,30,VIKEN,3003,SARPSBORG,300295125,0,181,Garasjeuthus anneks til bolig,FA,Ferdigattest,10101,20120315,20150310,20150310,Y,Annet som ikke er næring,,,20120508,10101,,Ikke utfylt,0.0,0.0,0.0,1,,L,22,EUREF89 UTM Sone 32,,,6575346.1,620621.3,,U,23,EUREF89 UTM Sone 33,,,6579869.54,279002.23,0.0,1,N,34.0,A,Y,,C,"{'x': 620621.2999999998, 'y': 6575346.1, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",0,True,0.0,True,0.0,0.0,[0],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],0,0,0,[-0. -0. -0. ... -0. -0. -0.],0,0
38275,38276,5276709,30,VIKEN,3003,SARPSBORG,300295127,0,181,Garasjeuthus anneks til bolig,FA,Ferdigattest,10101,20120315,20141219,20141219,Y,Annet som ikke er næring,,,20120508,10101,,Ikke utfylt,5.0,0.0,5.0,1,,L,22,EUREF89 UTM Sone 32,,,6575320.5,620613.6,,U,23,EUREF89 UTM Sone 33,,,6579844.73,278992.26,0.0,1,N,6.0,A,Y,,C,"{'x': 620613.5999999996, 'y': 6575320.5, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",0,True,0.0,0,0.0,0.0,[0],[0.06839073 0.06386252 0.06147217 ... 0.08655528 0.07790225 0.07391013],[0.02082208 0.01620896 0.01457042 ... 0.03577063 0.03188854 0.02530917],0,0,0,0,[-0. -0. -0. ... -0. -0. -0.],[0.08921282 0.08007147 0.07604258 ... 0.12232591 0.10979079 0.0992193 ]
38276,38277,5276710,30,VIKEN,3003,SARPSBORG,300295128,0,181,Garasjeuthus anneks til bolig,FA,Ferdigattest,10101,20120315,20141219,20141219,Y,Annet som ikke er næring,,,20120508,10101,,Ikke utfylt,10.0,0.0,10.0,1,,L,22,EUREF89 UTM Sone 32,,,6575316.2,620621.4,,U,23,EUREF89 UTM Sone 33,,,6579839.74,278999.64,0.0,1,N,12.0,A,Y,,C,"{'x': 620621.4000000004, 'y': 6575316.199999999, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",0,True,0.0,True,-900.0,0.0,[0],[0.13678147 0.12772503 0.12294433 ... 0.17311056 0.15580449 0.14782026],[0.04164417 0.03241792 0.02914083 ... 0.07154125 0.06377708 0.05061833],0,0,0,"[-0.13678147 -0.12772503 -0.12294433 ... -0.17311056 -0.15580449
 -0.14782026]",[-0. -0. -0. ... -0. -0. -0.],[0.04164417 0.03241792 0.02914083 ... 0.07154125 0.06377708 0.05061833]
38277,38278,5276711,30,VIKEN,3003,SARPSBORG,300295129,0,181,Garasjeuthus anneks til bolig,FA,Ferdigattest,10101,20120315,20141219,20141219,Y,Annet som ikke er næring,,,20120508,10101,,Ikke utfylt,5.0,0.0,5.0,1,,L,22,EUREF89 UTM Sone 32,,,6575310.7,620630.5,,U,23,EUREF89 UTM Sone 33,,,6579833.44,279008.21,0.0,1,N,6.0,A,Y,,C,"{'x': 620630.5, 'y': 6575310.699999999, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",0,True,0.0,True,-400.0,0.0,[0],[0.06839073 0.06386252 0.06147217 ... 0.08655528 0.07790225 0.07391013],[0.02082208 0.01620896 0.01457042 ... 0.03577063 0.03188854 0.02530917],0,0,0,"[-0.06839073 -0.06386252 -0.06147217 ... -0.08655528 -0.07790225
 -0.07391013]",[-0. -0. -0. ... -0. -0. -0.],[0.02082208 0.01620896 0.01457042 ... 0.03577063 0.03188854 0.02530917]
38278,38279,5276712,30,VIKEN,3003,SARPSBORG,300295130,0,181,Garasjeuthus anneks til bolig,FA,Ferdigattest,10101,20120315,20150310,20150310,Y,Annet som ikke er næring,,,20120508,10101,,Ikke utfylt,15.0,0.0,15.0,1,,L,22,EUREF89 UTM Sone 32,,,6575315.5,620637.7,,U,23,EUREF89 UTM Sone 33,,,6579837.58,279015.82,0.0,1,N,18.0,A,Y,,C,"{'x': 620637.7000000002, 'y': 6575315.5, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",0,True,0.0,0,0.0,0.0,[0],[0.2051722  0.19158755 0.1844165  ... 0.25966584 0.23370674 0.22173039],[0.06246625 0.04862688 0.04371125 ... 0.10731188 0.09566562 0.0759275 ],0,0,0,0,[-0. -0. -0. ... -0. -0. -0.],[0.26763845 0.24021442 0.22812775 ... 0.36697772 0.32937236 0.29765789]
